Airline,Departure_Airport,Arrival_Airport,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Departure_Hour,Departure_Day,Departure_Weekday,Departure_Month
united,lax,lax,158,delayed,1462,337.46,40,female,low,family,economy,0,none,airport kiosk,8.7,5.0,75,1,0,aisle,21,10,4,1
american airlines,sfo,sfo,242,on-time,1290,312.4,31,male,low,leisure,premium economy,2,none,online,8.1,5.0,104,0,0,middle,1,2,6,6
jetblue,ord,jfk,236,on-time,969,396.74,73,male,low,leisure,first,1,none,desk,7.1,10.0,71,0,1,window,23,12,2,3
delta,ord,sfo,205,on-time,900,463.61,53,male,medium,family,economy,0,platinum,airport kiosk,8.2,6.0,55,0,0,aisle,4,25,0,3
united,lax,jfk,248,on-time,1008,451.42,47,male,low,business,economy,0,silver,online,7.0,3.0,75,0,0,middle,22,29,4,11
delta,dfw,sfo,109,on-time,1501,494.44,25,male,medium,business,economy,0,none,mobile app,7.1,3.0,73,0,1,aisle,4,5,4,7
delta,atl,den,101,delayed,949,438.97,77,female,low,business,business,0,none,online,7.0,3.0,64,0,1,middle,17,5,6,11
united,dfw,jfk,223,on-time,1431,219.5,71,female,high,leisure,economy,1,none,airport kiosk,6.1,2.0,116,0,0,aisle,4,10,5,2
jetblue,atl,dfw,186,delayed,648,407.05,43,female,medium,business,economy,0,silver,online,8.3,9.0,68,0,0,aisle,19,5,4,1
united,sfo,den,147,on-time,1003,437.0,78,female,low,family,premium economy,2,none,online,8.5,12.0,16,0,0,aisle,11,18,1,3
united,sea,atl,167,delayed,1033,406.29,55,female,high,emergency,premium economy,0,silver,online,8.7,4.0,25,0,0,aisle,15,7,4,7
southwest,sfo,lax,157,on-time,1100,471.63,55,female,medium,business,economy,2,none,airport kiosk,8.4,8.0,34,0,0,middle,20,15,4,3
delta,jfk,den,261,on-time,1243,373.78,57,female,high,leisure,economy,0,gold,online,8.1,5.0,19,0,0,middle,12,31,4,1
delta,lax,dfw,149,on-time,698,528.59,22,female,medium,leisure,economy,1,none,desk,7.6,25.0,47,0,0,window,11,27,0,1
delta,dfw,atl,97,on-time,1714,341.07,30,male,low,leisure,economy,1,gold,online,8.6,22.0,102,0,0,window,8,13,2,9
delta,jfk,sfo,145,on-time,1359,284.72,27,female,low,emergency,premium economy,1,none,desk,7.9,7.0,113,0,0,aisle,1,14,1,1
delta,dfw,jfk,157,on-time,1397,246.53,32,male,high,leisure,economy,3,silver,airport kiosk,6.5,17.0,38,0,1,middle,2,28,6,7
delta,sea,ord,198,on-time,1081,291.86,70,male,medium,family,business,0,none,mobile app,5.8,18.0,110,0,0,window,13,27,4,9
southwest,jfk,lax,279,on-time,1608,484.21,55,male,medium,business,business,1,gold,airport kiosk,7.4,3.0,37,0,0,middle,21,25,0,3
southwest,ord,lax,99,on-time,890,547.32,48,male,low,business,economy,0,gold,airport kiosk,6.6,2.0,24,0,0,window,13,23,5,12
american airlines,jfk,den,178,delayed,839,423.03,53,male,medium,family,economy,1,platinum,airport kiosk,8.6,19.0,24,0,0,window,10,5,4,5
united,sfo,sfo,165,on-time,2186,655.21,20,female,medium,leisure,premium economy,1,gold,mobile app,5.2,4.0,40,0,0,window,5,9,1,1
jetblue,sfo,ord,211,on-time,793,335.9,56,female,medium,family,premium economy,0,none,online,7.9,5.0,117,0,1,aisle,15,17,5,2
delta,den,atl,270,on-time,847,246.48,39,female,low,emergency,economy,5,silver,airport kiosk,7.0,4.0,46,0,0,middle,0,17,1,10
united,atl,ord,175,on-time,1251,337.26,55,male,medium,leisure,business,1,platinum,airport kiosk,6.3,1.0,28,0,0,middle,4,6,1,6
american airlines,sea,dfw,213,on-time,968,368.04,37,male,medium,business,premium economy,1,gold,airport kiosk,6.3,10.0,119,0,0,aisle,15,13,5,7
united,sea,jfk,236,on-time,1117,424.43,58,male,low,family,economy,2,silver,online,7.9,5.0,59,0,0,middle,17,10,5,6
jetblue,sea,ord,223,on-time,562,531.71,20,male,high,business,economy,1,none,online,5.1,5.0,103,0,0,middle,17,13,6,4
delta,den,sea,207,on-time,1537,379.29,54,male,low,business,first,1,none,online,7.7,1.0,6,0,0,aisle,5,14,1,5
united,atl,sea,96,on-time,1469,463.9,54,male,medium,family,economy,2,platinum,mobile app,6.5,4.0,36,0,1,window,4,26,4,7
united,lax,den,127,on-time,1038,355.13,62,male,medium,leisure,economy,0,silver,mobile app,7.4,16.0,115,0,0,aisle,1,15,2,5
american airlines,sea,sea,233,on-time,1286,270.96,59,female,low,family,first,1,none,airport kiosk,5.2,1.0,113,0,0,middle,13,2,6,6
southwest,sfo,den,225,on-time,1106,330.95,54,female,high,emergency,business,0,silver,desk,5.6,0.0,89,0,0,window,0,12,4,4
jetblue,den,ord,207,on-time,1285,387.55,44,female,high,emergency,economy,0,silver,mobile app,4.0,1.0,92,0,0,window,7,13,6,4
southwest,dfw,dfw,149,on-time,1576,277.61,21,male,high,business,premium economy,0,none,online,8.4,2.0,7,0,1,aisle,22,7,6,5
southwest,lax,dfw,188,on-time,963,301.72,31,female,high,emergency,economy,0,silver,desk,8.8,10.0,21,0,1,aisle,5,23,6,2
delta,lax,atl,189,delayed,1337,346.28,78,female,medium,leisure,business,1,none,desk,6.4,22.0,75,0,0,middle,5,17,2,4
southwest,sfo,atl,282,delayed,1068,352.71,47,female,low,emergency,economy,1,none,online,7.9,8.0,103,0,0,middle,13,20,6,4
american airlines,lax,jfk,204,on-time,1443,415.68,48,female,medium,family,economy,1,none,airport kiosk,6.9,18.0,74,0,0,window,10,27,1,8
delta,sea,lax,12,on-time,1815,333.26,55,female,high,business,business,2,none,airport kiosk,7.1,41.0,69,1,0,aisle,14,18,5,1
jetblue,dfw,dfw,171,on-time,1727,358.54,27,female,high,business,business,0,none,mobile app,6.1,5.0,92,0,0,middle,4,4,5,5
american airlines,jfk,atl,168,on-time,1818,456.94,47,male,medium,leisure,business,1,platinum,desk,10.0,3.0,118,0,0,window,0,4,5,5
delta,jfk,sea,199,on-time,1064,427.63,57,female,high,emergency,economy,2,silver,desk,4.0,7.0,59,0,0,middle,3,10,0,6
american airlines,ord,sea,289,delayed,701,291.87,75,female,high,business,economy,2,gold,airport kiosk,7.1,26.0,18,0,0,middle,23,9,0,10
american airlines,den,sea,182,cancelled,1083,231.79,48,male,medium,family,business,1,platinum,online,8.6,30.0,69,0,0,middle,9,24,5,8
jetblue,sea,dfw,104,on-time,880,376.83,79,female,medium,leisure,premium economy,1,gold,desk,10.0,15.0,20,0,0,window,5,18,1,2
southwest,den,lax,274,on-time,1205,351.52,29,male,high,family,economy,3,none,airport kiosk,7.0,1.0,65,0,0,window,21,4,4,8
southwest,sea,sfo,152,on-time,1281,399.22,38,male,high,leisure,business,0,gold,desk,7.6,0.0,19,0,0,window,17,15,6,12
delta,sfo,sfo,103,on-time,1201,400.48,42,male,high,family,economy,3,platinum,online,8.4,35.0,42,0,0,window,5,7,6,5
united,lax,sea,124,on-time,759,495.81,68,female,medium,emergency,economy,2,none,airport kiosk,8.7,10.0,70,0,0,middle,16,4,3,7
american airlines,dfw,den,37,on-time,1107,355.03,43,male,medium,business,economy,0,silver,desk,10.0,9.0,0,0,0,middle,5,16,0,10
jetblue,lax,jfk,284,on-time,1231,214.75,73,male,low,family,business,1,none,online,6.5,21.0,18,0,1,aisle,3,8,5,2
southwest,sfo,lax,72,on-time,1604,275.57,75,female,medium,leisure,premium economy,2,none,desk,4.4,6.0,13,0,0,window,20,30,5,12
united,lax,sfo,211,on-time,1206,455.93,21,male,low,family,premium economy,2,silver,online,5.8,6.0,116,0,0,window,2,31,6,3
jetblue,jfk,atl,229,on-time,1271,514.98,40,male,low,business,business,1,none,airport kiosk,6.5,19.0,87,0,0,aisle,11,15,1,8
southwest,sfo,sea,229,on-time,1390,267.09,35,female,medium,leisure,economy,2,none,online,9.4,3.0,103,0,0,window,7,15,6,10
delta,dfw,den,145,delayed,1465,360.91,73,female,medium,emergency,economy,0,silver,mobile app,8.5,27.0,50,0,0,window,8,21,1,11
delta,atl,ord,265,delayed,1055,86.83,31,male,low,emergency,business,0,platinum,online,7.7,5.0,72,0,0,window,3,7,4,7
american airlines,den,den,103,on-time,1012,333.25,61,female,low,leisure,premium economy,0,platinum,mobile app,8.2,1.0,60,0,0,window,18,13,6,4
delta,jfk,sfo,147,on-time,927,197.7,27,male,high,business,business,1,silver,online,7.0,11.0,52,0,1,window,8,9,4,6
united,lax,sea,119,on-time,1288,502.06,52,male,medium,family,economy,1,none,airport kiosk,6.0,18.0,64,0,0,middle,2,26,0,6
jetblue,atl,lax,304,on-time,1354,336.97,44,male,medium,leisure,premium economy,0,none,online,5.2,4.0,30,0,0,middle,10,2,0,10
jetblue,lax,jfk,206,on-time,1023,565.7,55,female,low,family,economy,1,platinum,airport kiosk,7.5,6.0,74,0,0,aisle,7,30,5,11
american airlines,ord,sea,153,on-time,1031,147.83,26,male,medium,family,first,0,silver,airport kiosk,6.5,20.0,59,0,0,middle,18,9,1,1
southwest,dfw,dfw,254,delayed,1679,429.32,73,female,low,business,economy,1,gold,desk,6.8,50.0,80,0,0,window,16,6,2,12
united,atl,dfw,190,on-time,1315,284.97,59,female,medium,leisure,premium economy,0,gold,online,7.2,15.0,48,0,0,aisle,20,13,0,5
american airlines,sfo,den,257,on-time,921,428.1,69,female,medium,emergency,economy,0,none,mobile app,8.7,15.0,63,0,0,window,3,30,3,11
american airlines,jfk,atl,243,on-time,766,489.8,71,female,medium,family,economy,2,silver,online,8.1,12.0,115,0,0,window,4,25,0,11
american airlines,jfk,dfw,224,on-time,1424,470.27,26,male,medium,family,economy,2,gold,online,9.6,1.0,62,0,0,aisle,19,2,5,9
american airlines,dfw,jfk,256,on-time,1375,393.96,46,female,medium,family,business,1,none,desk,6.6,8.0,96,0,0,aisle,14,4,3,1
jetblue,ord,ord,144,on-time,1460,354.87,43,male,high,business,economy,1,silver,airport kiosk,8.0,6.0,9,0,0,aisle,21,3,6,3
southwest,sea,sfo,163,on-time,867,364.9,25,male,low,family,premium economy,0,silver,mobile app,8.0,1.0,34,0,0,window,4,24,4,5
delta,sea,ord,151,on-time,1768,429.94,23,female,medium,emergency,economy,0,gold,mobile app,3.8,12.0,102,0,1,window,11,20,0,11
southwest,sea,lax,247,on-time,1083,433.94,72,male,medium,business,economy,1,gold,mobile app,6.4,7.0,6,0,0,aisle,23,8,5,6
jetblue,ord,den,111,on-time,1329,310.7,36,female,low,emergency,premium economy,0,none,desk,7.5,2.0,46,0,0,middle,1,25,1,3
american airlines,dfw,dfw,256,on-time,840,315.61,40,male,medium,family,economy,1,silver,desk,4.4,15.0,38,0,0,middle,20,31,3,10
american airlines,den,ord,324,on-time,1360,384.36,45,female,low,leisure,business,1,none,online,7.9,25.0,117,0,0,middle,20,24,4,1
american airlines,jfk,atl,204,on-time,1181,388.39,47,male,medium,leisure,business,3,silver,online,6.9,10.0,118,0,0,window,3,27,1,2
southwest,sfo,atl,91,on-time,617,183.62,57,male,medium,emergency,economy,0,none,mobile app,6.6,14.0,48,1,1,aisle,16,15,6,12
southwest,jfk,sfo,200,on-time,767,330.61,26,female,medium,family,economy,0,gold,airport kiosk,6.1,0.0,39,0,0,aisle,16,16,4,8
jetblue,jfk,sea,157,on-time,1621,272.76,41,male,medium,leisure,economy,0,none,mobile app,8.2,27.0,27,0,0,window,4,29,1,10
jetblue,atl,den,154,delayed,1482,354.39,74,female,high,business,economy,0,platinum,airport kiosk,7.6,26.0,27,0,0,window,3,2,4,2
united,lax,atl,184,delayed,1250,390.37,54,female,low,family,economy,0,none,mobile app,5.1,10.0,88,0,1,middle,23,28,6,5
delta,lax,sfo,188,on-time,1290,402.75,42,female,low,leisure,economy,3,none,airport kiosk,8.8,8.0,67,0,0,aisle,15,5,0,8
united,atl,jfk,255,on-time,975,559.85,31,male,high,emergency,economy,0,none,online,7.3,8.0,27,0,0,aisle,4,12,2,2
delta,jfk,ord,223,delayed,1287,454.24,32,female,low,family,premium economy,0,gold,online,7.0,14.0,51,0,0,aisle,8,24,6,11
southwest,sea,sfo,109,on-time,959,394.32,68,male,medium,leisure,premium economy,1,gold,mobile app,8.3,8.0,75,0,0,window,1,29,5,6
united,lax,den,202,delayed,1852,116.28,56,male,low,business,economy,2,gold,online,7.6,6.0,109,0,0,window,2,22,4,12
delta,sea,dfw,225,on-time,1103,144.46,44,female,medium,business,first,1,gold,desk,6.5,4.0,64,0,0,middle,23,11,2,10
southwest,dfw,lax,202,delayed,1203,330.32,45,male,medium,business,economy,0,gold,airport kiosk,7.6,0.0,46,0,0,window,14,22,4,3
jetblue,sfo,dfw,146,on-time,1209,403.76,59,male,medium,family,economy,1,platinum,desk,7.1,5.0,58,0,0,aisle,3,16,2,8
american airlines,den,sea,148,on-time,1332,381.69,41,male,medium,leisure,economy,1,silver,mobile app,6.9,11.0,5,0,1,window,12,26,0,8
united,ord,dfw,184,delayed,1752,364.16,59,female,low,emergency,economy,0,silver,online,7.3,9.0,16,0,1,middle,12,19,1,11
delta,sfo,den,106,delayed,1619,449.97,61,male,medium,business,premium economy,2,none,airport kiosk,10.0,5.0,105,0,1,aisle,12,11,6,8
american airlines,sfo,dfw,128,on-time,1314,492.07,53,male,medium,leisure,economy,0,none,airport kiosk,6.9,21.0,38,0,0,middle,7,17,6,9
united,lax,jfk,260,delayed,1604,421.41,30,male,low,business,economy,0,none,airport kiosk,5.7,5.0,71,0,1,aisle,2,18,3,7
southwest,den,sfo,207,on-time,1693,352.74,77,female,medium,leisure,economy,0,none,mobile app,6.0,9.0,103,0,0,middle,8,10,0,2
american airlines,atl,jfk,83,on-time,1537,373.33,35,female,medium,emergency,economy,1,platinum,desk,6.1,1.0,111,0,0,window,9,1,4,3
united,sfo,sfo,147,delayed,1169,425.46,28,male,low,leisure,economy,0,gold,airport kiosk,6.8,4.0,71,0,0,aisle,20,24,2,4
american airlines,lax,ord,241,on-time,1292,226.49,20,male,medium,family,economy,1,none,desk,9.5,6.0,33,0,0,middle,2,1,5,6
southwest,jfk,ord,172,on-time,666,498.79,77,male,low,leisure,economy,0,gold,mobile app,8.0,3.0,37,0,0,aisle,3,12,4,5
american airlines,sfo,ord,180,on-time,1273,230.2,24,male,high,leisure,premium economy,1,silver,online,5.7,0.0,19,0,0,aisle,5,25,1,3
united,dfw,sea,153,on-time,679,277.72,57,female,medium,family,economy,1,gold,online,4.6,1.0,104,1,0,middle,19,19,5,10
southwest,sea,lax,175,on-time,955,393.88,56,female,medium,family,premium economy,1,none,online,5.9,2.0,25,0,0,window,14,17,1,10
delta,lax,lax,147,on-time,1279,385.79,67,female,medium,leisure,first,1,silver,mobile app,7.3,33.0,24,0,0,window,6,7,2,2
southwest,jfk,sea,281,on-time,955,501.55,73,female,low,emergency,first,1,none,mobile app,6.8,3.0,30,0,0,middle,20,4,2,12
united,dfw,atl,241,on-time,1111,527.29,26,female,low,family,economy,0,none,mobile app,7.0,0.0,0,0,0,middle,4,11,3,7
delta,den,lax,147,on-time,1262,126.17,42,male,low,emergency,economy,2,none,online,6.7,3.0,118,0,0,window,1,25,3,4
jetblue,lax,dfw,175,on-time,1091,364.65,53,male,low,family,economy,0,none,mobile app,6.1,4.0,84,0,1,aisle,5,18,2,12
southwest,sea,dfw,116,on-time,453,382.81,66,female,medium,family,economy,1,none,airport kiosk,3.9,6.0,65,0,0,aisle,22,25,1,3
united,lax,dfw,201,on-time,844,375.82,31,female,medium,business,economy,1,gold,online,6.5,9.0,6,0,0,window,1,31,2,1
southwest,sea,jfk,128,delayed,838,497.7,26,male,medium,emergency,economy,0,silver,airport kiosk,7.4,6.0,84,0,0,middle,10,4,3,4
united,sfo,den,270,on-time,366,340.43,45,female,low,leisure,economy,0,gold,mobile app,6.5,6.0,51,0,1,aisle,17,14,2,6
american airlines,sea,sea,228,on-time,1645,515.47,40,male,low,leisure,economy,0,silver,airport kiosk,4.9,9.0,116,0,0,window,18,17,4,1
southwest,sfo,atl,179,on-time,1252,289.25,53,male,low,leisure,first,0,gold,online,5.8,6.0,101,0,1,window,16,21,6,5
american airlines,jfk,jfk,219,on-time,1869,467.9,27,female,low,emergency,economy,1,gold,airport kiosk,5.9,26.0,32,0,0,aisle,11,14,4,7
united,ord,den,135,on-time,938,219.82,59,male,medium,emergency,economy,0,none,desk,10.0,3.0,55,0,0,aisle,5,27,2,3
american airlines,atl,jfk,142,on-time,1480,403.98,64,female,medium,business,business,1,none,airport kiosk,7.0,1.0,22,0,0,middle,11,18,3,7
southwest,sfo,sea,146,cancelled,807,278.34,24,female,low,family,economy,0,none,mobile app,5.6,13.0,32,0,0,aisle,10,17,2,1
jetblue,sea,atl,132,on-time,1323,385.95,63,male,medium,family,economy,3,none,desk,4.8,8.0,7,1,0,middle,18,19,0,2
delta,dfw,ord,159,on-time,1622,536.24,37,male,low,family,economy,2,none,airport kiosk,5.5,7.0,64,0,0,aisle,20,14,2,6
jetblue,sea,atl,81,on-time,1104,461.88,72,female,low,business,premium economy,0,none,mobile app,7.3,2.0,25,0,0,aisle,9,2,2,4
jetblue,lax,dfw,75,delayed,1721,413.89,73,female,medium,emergency,business,0,gold,airport kiosk,8.4,51.0,4,0,0,middle,22,11,4,4
southwest,den,jfk,197,delayed,1152,384.16,59,male,medium,family,business,0,silver,desk,9.4,0.0,61,0,0,window,16,22,6,12
american airlines,sea,ord,192,on-time,1147,446.24,32,female,high,business,economy,0,silver,mobile app,7.7,19.0,32,1,0,window,3,24,1,12
american airlines,sea,den,132,on-time,1318,352.8,31,male,medium,emergency,economy,0,none,airport kiosk,8.9,1.0,27,0,0,middle,0,31,2,5
southwest,den,sfo,226,on-time,870,221.22,18,female,medium,leisure,economy,1,silver,airport kiosk,7.2,11.0,7,0,0,middle,13,12,5,8
southwest,jfk,lax,151,on-time,1349,259.2,23,male,high,emergency,economy,0,gold,desk,3.3,15.0,37,0,0,window,16,19,1,9
southwest,den,sea,234,on-time,1484,237.01,54,female,low,leisure,business,1,none,online,7.1,14.0,50,0,0,middle,17,10,0,6
jetblue,den,sea,198,on-time,1203,235.17,30,male,medium,emergency,premium economy,0,none,airport kiosk,9.1,19.0,99,0,0,middle,6,25,0,3
jetblue,lax,sfo,121,delayed,753,196.17,64,female,medium,business,economy,1,silver,mobile app,7.1,23.0,85,0,1,window,8,22,4,12
southwest,sea,den,236,delayed,665,377.99,50,female,medium,leisure,premium economy,0,none,desk,7.5,16.0,96,0,0,aisle,12,16,1,7
delta,jfk,atl,75,on-time,1047,292.2,24,male,low,business,economy,0,none,mobile app,7.4,4.0,20,0,0,window,19,29,0,1
jetblue,jfk,sfo,144,on-time,1064,298.79,68,female,low,emergency,first,2,platinum,online,9.5,11.0,10,1,0,window,7,26,6,5
united,den,lax,153,on-time,1218,394.3,58,female,low,business,economy,1,none,mobile app,6.9,7.0,65,0,0,middle,16,27,1,8
american airlines,sfo,sfo,186,on-time,1243,343.64,36,male,low,emergency,premium economy,1,none,online,7.7,14.0,0,0,0,middle,20,28,1,5
american airlines,sfo,atl,216,on-time,1491,241.63,26,male,medium,leisure,economy,0,platinum,online,5.4,28.0,76,0,0,aisle,7,22,0,4
american airlines,sea,jfk,36,cancelled,1538,324.17,38,female,low,business,economy,1,none,mobile app,6.6,14.0,1,0,0,aisle,7,21,3,9
southwest,ord,atl,265,on-time,893,350.1,41,male,low,family,premium economy,1,none,online,8.3,4.0,114,0,0,middle,1,12,1,3
united,jfk,jfk,134,on-time,1154,226.68,62,female,medium,leisure,premium economy,1,gold,desk,4.2,19.0,16,0,1,window,2,6,0,11
jetblue,atl,jfk,125,on-time,973,422.35,79,female,low,leisure,economy,1,none,mobile app,6.9,25.0,101,0,0,middle,21,22,4,12
southwest,sfo,ord,215,on-time,1021,222.48,58,female,medium,family,premium economy,1,gold,online,7.0,17.0,53,0,0,window,9,19,0,2
american airlines,dfw,dfw,73,on-time,746,208.11,33,male,medium,family,business,1,gold,airport kiosk,4.8,0.0,115,0,0,middle,5,19,1,11
southwest,ord,sfo,129,on-time,613,437.07,73,female,high,business,economy,2,none,airport kiosk,7.6,28.0,34,0,0,window,0,9,5,3
southwest,jfk,sea,54,on-time,1621,463.96,43,female,medium,emergency,business,1,none,online,5.6,4.0,119,0,0,middle,23,28,3,12
southwest,jfk,atl,167,cancelled,1339,438.03,24,male,low,family,premium economy,1,none,mobile app,6.7,1.0,3,0,0,middle,0,20,3,7
united,atl,atl,162,delayed,917,340.93,41,female,low,leisure,economy,1,platinum,online,8.0,13.0,66,0,0,aisle,6,19,3,10
jetblue,dfw,sfo,233,on-time,1443,142.03,51,female,low,business,premium economy,1,silver,online,5.3,3.0,106,0,0,middle,7,19,1,12
delta,jfk,den,240,delayed,856,282.7,33,female,low,business,premium economy,0,none,online,5.7,1.0,61,0,0,aisle,8,17,2,5
delta,dfw,dfw,233,delayed,757,427.64,77,female,low,family,first,1,none,mobile app,8.1,22.0,82,0,0,aisle,5,5,4,1
jetblue,jfk,dfw,153,on-time,724,491.32,52,female,medium,family,economy,0,silver,online,6.5,0.0,79,0,0,aisle,8,8,1,10
delta,atl,dfw,178,delayed,1018,214.66,56,male,medium,family,premium economy,1,none,mobile app,6.9,4.0,50,1,0,aisle,22,4,3,5
american airlines,dfw,lax,167,cancelled,1271,424.32,45,male,high,emergency,economy,2,none,airport kiosk,7.8,19.0,107,0,1,middle,4,22,5,3
united,jfk,sea,290,on-time,1054,203.53,57,male,medium,family,economy,4,silver,online,7.3,1.0,112,1,0,aisle,19,25,4,10
jetblue,den,sea,159,on-time,2310,183.74,39,male,low,emergency,economy,1,silver,mobile app,6.1,44.0,106,0,0,window,2,19,2,2
jetblue,ord,sfo,140,on-time,1005,373.33,78,male,medium,emergency,economy,0,gold,mobile app,5.2,18.0,58,0,0,middle,13,29,6,9
united,dfw,jfk,186,on-time,1091,282.24,71,male,medium,leisure,business,0,none,online,6.4,11.0,83,0,0,aisle,10,4,2,12
united,jfk,atl,139,on-time,970,365.76,30,male,low,family,premium economy,2,platinum,airport kiosk,7.3,77.0,60,0,1,window,13,31,1,10
jetblue,sfo,jfk,237,cancelled,1204,274.31,32,male,medium,business,premium economy,3,none,airport kiosk,10.0,41.0,50,0,0,middle,9,8,3,8
jetblue,dfw,jfk,235,on-time,1357,295.77,26,male,medium,emergency,economy,1,none,desk,7.4,4.0,105,0,0,aisle,13,22,3,8
jetblue,lax,sfo,216,on-time,1165,231.52,59,female,low,family,economy,3,silver,online,8.5,23.0,7,0,0,aisle,13,26,1,3
united,dfw,sfo,103,on-time,847,555.06,78,male,medium,emergency,business,1,none,airport kiosk,6.3,1.0,91,0,0,middle,16,26,2,4
delta,jfk,jfk,202,delayed,819,221.01,29,male,medium,leisure,economy,1,none,desk,6.3,6.0,101,0,0,window,10,12,1,11
american airlines,sea,den,139,on-time,1634,352.23,75,female,low,business,premium economy,0,platinum,online,6.5,1.0,5,0,0,aisle,3,15,6,10
american airlines,atl,sea,359,on-time,1200,139.97,20,male,high,family,business,3,none,desk,8.2,15.0,99,0,0,aisle,15,27,5,1
jetblue,ord,sea,199,on-time,1541,367.16,51,male,medium,leisure,business,1,silver,desk,8.1,2.0,10,0,0,middle,8,20,0,11
american airlines,atl,sea,208,delayed,1416,591.74,47,male,medium,business,economy,2,silver,mobile app,8.3,23.0,79,0,0,middle,15,20,5,5
delta,sea,atl,280,on-time,1002,344.47,63,male,medium,family,business,2,none,online,8.8,18.0,6,0,0,aisle,19,17,2,1
american airlines,lax,den,171,on-time,1370,315.16,21,male,high,emergency,economy,2,none,mobile app,6.7,22.0,12,0,0,aisle,18,25,5,11
delta,jfk,atl,152,on-time,1479,265.17,36,male,medium,family,economy,2,none,online,6.6,3.0,101,0,0,aisle,0,18,3,1
delta,lax,ord,261,on-time,1102,191.23,54,male,low,leisure,economy,0,none,airport kiosk,6.5,12.0,21,0,0,middle,15,21,5,12
united,lax,jfk,287,on-time,1505,201.51,18,male,high,business,business,0,none,desk,8.3,6.0,20,0,1,window,19,12,2,3
united,den,sea,218,on-time,1316,461.36,25,female,low,emergency,economy,0,none,mobile app,7.4,13.0,116,0,0,window,1,31,3,10
southwest,lax,sea,127,delayed,1396,99.27,79,female,low,business,business,2,none,airport kiosk,8.6,4.0,72,0,0,middle,14,1,1,4
southwest,sfo,jfk,153,on-time,1053,218.45,38,female,high,business,premium economy,2,silver,desk,7.4,13.0,82,0,0,aisle,1,24,3,8
jetblue,jfk,atl,193,on-time,859,394.4,30,female,high,family,economy,1,none,mobile app,5.1,9.0,20,0,1,middle,20,31,1,10
jetblue,dfw,sea,66,delayed,1607,369.59,75,male,high,emergency,economy,1,none,desk,8.4,28.0,63,0,0,aisle,23,26,0,8
delta,sfo,lax,63,on-time,789,302.28,32,female,high,family,premium economy,0,none,online,7.9,11.0,98,0,0,window,22,18,1,3
jetblue,den,sfo,227,on-time,1195,328.16,63,female,medium,family,first,3,none,airport kiosk,6.5,1.0,73,0,0,aisle,17,28,3,12
american airlines,ord,lax,166,on-time,814,466.24,46,female,medium,emergency,premium economy,0,gold,airport kiosk,7.6,16.0,35,0,0,window,0,23,5,9
southwest,den,atl,202,on-time,1515,411.1,56,male,medium,family,first,3,none,online,3.7,15.0,73,0,0,aisle,2,28,1,1
delta,ord,lax,195,on-time,1246,365.78,31,male,high,family,economy,1,platinum,desk,8.5,17.0,38,0,0,window,18,25,6,8
united,sea,atl,194,on-time,1109,482.94,48,male,high,emergency,economy,0,gold,mobile app,5.8,7.0,69,0,1,aisle,2,28,0,10
jetblue,jfk,den,202,on-time,1222,301.6,76,female,medium,business,economy,1,none,airport kiosk,7.4,2.0,20,0,0,middle,20,28,3,9
delta,atl,jfk,128,on-time,1182,411.81,73,male,low,business,first,0,silver,desk,9.1,8.0,96,0,0,aisle,9,13,2,9
united,ord,sea,207,on-time,1646,339.02,57,male,medium,family,first,0,platinum,online,9.0,15.0,33,0,0,window,6,26,2,7
jetblue,sfo,den,97,on-time,1067,464.61,40,male,high,business,economy,2,none,online,3.7,1.0,4,0,0,window,14,2,2,10
southwest,atl,sfo,264,delayed,859,339.41,73,female,medium,family,premium economy,4,platinum,online,10.0,0.0,29,0,1,aisle,11,19,1,9
united,lax,sfo,193,on-time,1224,308.35,79,female,low,emergency,economy,1,none,desk,4.3,11.0,9,0,0,window,7,23,4,6
southwest,lax,jfk,187,on-time,1295,221.99,57,male,low,family,economy,0,gold,online,9.9,5.0,28,0,0,middle,4,2,6,7
united,ord,lax,152,on-time,916,406.12,78,male,medium,emergency,economy,0,silver,online,7.2,15.0,91,0,0,aisle,17,4,1,7
united,lax,sea,145,on-time,905,437.61,74,female,high,business,business,0,none,airport kiosk,6.3,4.0,21,1,0,window,21,26,1,3
american airlines,lax,ord,97,on-time,1149,412.06,48,male,high,leisure,business,1,none,online,6.9,21.0,64,0,0,middle,21,20,3,3
american airlines,sea,sfo,251,on-time,1156,272.74,45,female,high,emergency,premium economy,2,none,mobile app,7.3,15.0,5,0,0,window,16,1,1,10
jetblue,lax,den,149,on-time,1272,392.3,61,male,low,emergency,business,2,silver,airport kiosk,8.0,2.0,72,0,0,aisle,9,1,0,5
southwest,ord,lax,236,on-time,1376,392.68,79,female,high,business,business,0,none,desk,8.7,7.0,72,0,0,aisle,7,30,0,10
jetblue,ord,ord,148,on-time,1402,329.35,29,female,low,family,economy,0,none,desk,7.5,5.0,16,0,0,aisle,9,6,4,10
united,atl,sea,138,on-time,1182,420.29,42,male,medium,leisure,economy,2,none,mobile app,7.3,2.0,79,1,0,aisle,19,22,4,9
